game_id,white_id,white_elo,black_id,black_elo,opening,moves,winner 
D5ZWU2aj,matei_popescu1510,1842,am_orlov,1901,D00,d4 d5 e3 c5 c3 Nc6 dxc5 a5 Bb5 e5 b4 axb4 Bxc6+ bxc6 cxb4 Nf6 Bb2 Qc7 h3 Be7 Nf3 Nd7 Nbd2 Ba6 a4 O-O Qc2 f5 Nb3 f4 exf4 Rxf4 Nc1 Rxb4 Nd3,black
d6BU5jao,operok,1525,matei_popescu1510,1495,B20,e4 c5 Bc4 e6 Nc3 Ne7 Nf3 d5 exd5 exd5 Bb3 g6 d3 Bg7 Bg5 Be6 O-O O-O Qd2 Nbc6 Bh6 Re8 Bxg7 Kxg7 Qg5 h6 Qh4 Nf5 Qf4 a6 a3 b5 Rae1 Qd7 Nh4 g5 Nxf5+ Bxf5 Qf3 c4 dxc4 dxc4 Ba2 Nd4 Qd1 Nxc2 Rxe8 Rxe8 f4 Ne3 Qxd7 Bxd7 Re1 Nc2 Rxe8 Bxe8 Nd5 Nd4 Nc7 Bc6 Nxa6 f5 fxg5 hxg5 Nb8 Be8 Bb1 Kf6 Na6 Nc6 Nc7 Bd7 Nxb5 Ne5 Nc7 Nd3 Nd5+ Ke5 Bxd3 Kxd5 Be2 Kd4 Bh5 Bc6 Bf7 f4 h3 Bd5 Bxd5 Kxd5 a4 Kd4 a5 Kc5 a6 Kb6 Kf2 Kxa6 Kf3 Kb5 Kg4 Kb4 Kxg5 Kb3 h4 Kxb2 h5 c3 h6 c2 h7 c1=Q h8=Q+ Qc3 Qxc3+ Kxc3 Kxf4 Kd4 g3 Kd5 g4 Ke6 g5 Kf7 Kg4 Kg6 Kf4 Kg7 Kf5 Kf7 g6+ Kg7 Kg5 Kf8 Kh6 Kg8 Kg5 Kg7 Kh5 Kf6 Kh6 Ke7 Kh7 Kf8 g7+ Kf7 g8=Q+ Ke7 Qg7+,white
D6fxffZw,matei_popescu1510,1615,vidadih,1628,D02,d4 d5 Nf3 Nc6 g3 Bf5 Bg2 e6 c4 Nf6 O-O dxc4 Qa4 Bd6 Nc3 O-O Bg5 Be7 Qxc4 Nd5 Bxe7 Qxe7 e4 Nb6 Qe2 Bg6 Rfd1 Rad8 Rac1 Qb4 a3 Nxd4 axb4 Nxe2+ Nxe2 Bxe4 Nc3 Rxd1+ Rxd1 Bc2 Rd2 Bb3 Nd4 Bc4 b3 Bd5 Nxd5 exd5 Ne2 c6 Nf4 Re8 h4 Nd7 Re2 Rxe2 Nxe2 Ne5 Nd4 a6 Bf1 Kf8 Be2 Ke7 f4 Nd7 Kf2 Kf6 Ke3 h6 Bg4 Nf8 Bc8 Ne6 Nxe6 fxe6 Bxb7 Kf5 Kf3 d4 Bxc6 e5 fxe5 Kxe5 Be4 g5 hxg5 hxg5 g4 Kd6 Bd3 Ke5 Bxa6 Kd6 Bd3 Ke5 b5 Kd6 Ke4 Kc5 b4+ Kb6 Kxd4,white
D6jhXvTe,raulfr88,1734,matei_popescu1510,1851,B15,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Nxf6+ exf6 h3 Bf5 Nf3 Bd6 Bd3 Bxd3 Qxd3 O-O O-O Re8 Bd2 Nd7 c4 Qc7 c5 Bf8 Rfe1 g6 b4 f5 g3 Nf6 Bf4 Qd7 Ne5 Qd8 Bg5 Bg7 g4 fxg4 Nxg4 Rxe1+ Rxe1 h5 Re8+ Qxe8 Nxf6+ Bxf6 Bxf6 Qe6 Bg5 Re8 Kg2 Qe4+ Qxe4 Rxe4 Be3 f5 Kf3 Kf7 a4 a6 b5 axb5 axb5 Ke6 b6 Kd5 Kg3 h4+ Kf3 Ke6,black
d6wSLn51,benediktcervantes,1908,matei_popescu1510,1931,D30,d4 d5 c4 e6 Bf4 c6 e3 Bd6 Bg3 f5 Nf3 Nf6 Ne5 O-O Nd2 Nbd7 Ndf3 Ne4 Bf4 h6 Qb3 g5 Nxd7 Qxd7 Bxd6 Qxd6 Ne5 a5 f3 Nf6 c5 Qc7 a4 Nd7 e4 Nxe5 dxe5 Qxe5 Qc3 Qxc3+ bxc3 f4 exd5 exd5 Be2 Re8 Ra2 Bf5 O-O Re3 c4 d4 Rb2 d3 Bd1 Rb8 g4 Bg6 Kg2 Re7 Rff2 Rd8 Rfd2 Rdd7 Rb6 Re1 Kf2 Rde7 Rxb7 Rxd1 Rb8+ Kg7 Rxd1 Re2+ Kf1 Rxh2 Kg1 Ra2 Rb7+ Kf6 Rc7 d2 Rxc6+ Kf7 Rd6 Rxa4 c6 Rxc4 Rd7+ Ke6 Rg7,white
d70uQiT8,charliemen,1721,matei_popescu1510,1680,B13,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bd3 Bg4 c3 Nf6 O-O e6 Bg5 Be7 Nbd2 O-O Qb3 Bxf3 Nxf3 Qc7 Rac1 a6 c4 Na5 Qa4 Rfc8 Bxf6 Bxf6 cxd5 Qxc1 Rxc1 Rxc1+ Bf1 b6 dxe6 fxe6 g3 Rac8 Kg2 R1c4 Bxc4,white
d7bzM3YP,matei_popescu1510,1762,ivanpb00,1884,B12,e4 c6 d4 d5 e5 Bf5 h4 h5 Nf3 e6 Nc3 c5 Bd3 Bxd3 Qxd3 Nc6 Nb5 a6 Nc3 Nge7 Bg5 Qb6 dxc5 Qxc5 O-O Nf5 a3 Be7 b4 Qa7 Ne2 O-O Bxe7 Ncxe7 Nf4 g6 Ng5 Rac8 Qf3 Nd4 Qd1 Nef5 Nxh5 Rxc2 Nf6+ Kg7 h5 Rh8 hxg6 Ng3 Nh3 Nxf1 Kxf1 Rxh3 gxh3 Rxf2+ Kxf2 Nf3+ Kxf3 fxg6 Qg1 Qb8 Qe3 Qh8 Kg3 Qc8 Rc1 Qf8 Rc7+ Kh8 Qf3 Qh6 Qg4 Qe3+ Qf3 Qxe5+ Kg2 Qxc7 Ng4 Qc2+ Kg3 Qc7+ Qf4 Qc3+ Kh4 Qxa3 Qf8+ Kh7 Nf6#,white
D7YF9DBE,matei_popescu1510,1650,xnewbiex,1664,D78,d4 d5 Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 c6 Nc3 dxc4 a4 Nbd7 Bg5 h6 Bxf6 Nxf6 e3 Bg4 h3 Be6 Ne5 Qc8 Kh2 Nd5 Qe2 Nxc3 bxc3 Bd5 Nxc4 Bxg2 Kxg2 Qf5 Nd2 e6 Rab1 b6 a5 Rab8 a6 c5 Rb3 Rfd8 Rfb1,white
d8B8wciL,gkroch,1816,matei_popescu1510,1882,D31,d4 d5 c4 e6 Nc3 c6 e3 Bd6 Nf3 Nd7 Bd3 f5 O-O Ngf6 Nd2 O-O f3 e5 cxd5 cxd5 dxe5 Nxe5 Bc2 Nc4 Nb3 Re8 Nxd5 Nxe3 Nxe3,white
D8Dl66z0,matei_popescu1510,1899,admiral2571,1877,A45,d4 Nf6 Bg5 e6 e3 c5 c3 Nc6 Bd3 cxd4 exd4 Nxd4 Bxf6 Qxf6 cxd4 Qxd4 Nf3 Qxb2 Nbd2 Bb4 Rb1 Bxd2+ Qxd2 Qxd2+ Kxd2 O-O Ne5 d6 Nc4 d5 Nd6 Rb8 Rhc1 Rd8 Nxc8 Rdxc8 Rxc8+ Rxc8 Rxb7 Ra8 f4 g6 a4 Kg7 g4 a5 Rc7 Rb8 Bb5 Kf6 Kd3 Rd8 Kd4 h5 h3 h4 Ke3 Ra8 g5+ Kg7 Kd4 Kf8 Ke5 Kg7 Kd4 Kf8 Kd3 Kg7 Ke3 Kf8 Kd4 Kg7 Ke5 Kf8 Kf6 Rd8 Rxf7+ Kg8 Rd7 Rxd7 Bxd7 d4 Bb5 Kf8 Kxe6 Kg7 Ke5,white
D8RVLQlB,matei_popescu1510,1905,meltzerpete,1843,B07,d4 d6 e4 Nf6 Nc3 c6 f3 Qc7 Be3 e5 Nge2 g6 Qd2 exd4 Nxd4 Bg7 O-O-O c5 Nb3 Be6 Nd5 Nxd5 exd5 Bf5 Bh6 O-O Bxg7 Kxg7 g4 Bd7 h4 Ba4 h5 Nd7 hxg6 fxg6 Qh6+ Kf6 g5+ Ke5 Qg7+ Kf4 Bd3 c4 Be4 cxb3 axb3 Bxb3 Qh6 Rac8 Qh2+ Kxg5 Rdg1+ Kf6 Qf4+ Ke7 Rxh7+ Ke8 Bxg6+ Kd8 Qg5+ Nf6 Rxc7 Rxc7 Re1 Kc8 Kb1 Bxd5 Be4 Bxe4 fxe4 Kb8 e5 dxe5 Qxe5 Nd7 Qe7,white
D9CCjFmG,ayman-alking1,2066,matei_popescu1510,1978,C00,d4 e6 e4 d5 f3 c5 c3 Nc6 Be3 Qb6 b3 Nf6 e5 Ng8 Be2 Nh6 Nh3 Nf5 Bf2 cxd4 O-O Bc5 b4 Be7 a4 Ne3 Bxe3 dxe3 a5 Qc7 Qc1 Qxe5 f4 Qc7 Qxe3 O-O Nd2 Re8 Bd3 g6 Ng5 h6 Ngf3 Bf8 Ne5 Nxe5 fxe5 Bg7 Nf3 Bd7 Qf4 Rf8 Rae1 a6 Qd2 Bb5 Bxb5 axb5 Re2 Rac8 Re3 Qc4 Ne1 Rc7 h3 Rfc8 Ref3 Qc6 Nd3 Qxc3 Qxc3 Rxc3 Nc5 Rxf3 Rxf3 Rc7 Re3 Bf8 Nd3 Rc3 Rf3 Rb3 Kh2 Bxb4 Nxb4 Rxb4 Rc3 Rc4 Rb3 b4 Kg1 Kf8 Kf2 Ke7 Ke3 Kd7 Kd3 Kc6 g4 Kb5 Ke2 Kxa5 Rg3 Kb5 Rf3 Rc2+ Kd3 Rc3+ Ke2 Rxf3,black
D9CuG4K8,hesko4,1936,matei_popescu1510,1931,C02,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Be2 Nge7 Na3 Nf5 g4 Nh6 h3 Be7 O-O Bd7 Nc2 f6 a3 Nf7 exf6 Bxf6 b4 cxb4 axb4 O-O Kg2 a6 Be3 Na7 c4 Rac8 c5 Qc7 Na3 e5 dxe5 Nxe5 Qxd5+ Kh8 Nxe5 Bxe5 Kg1 Bxa1 Rxa1 Bc6,black
D9p2ZbMs,umarmuzammil,1516,matei_popescu1510,1489,D00,f4 d5 d4 Bf5 Nf3 c5 e3 Nc6 Bb5 a6 Bxc6+ bxc6 O-O e6 Nbd2 Nf6 c4 Be7 b3 O-O Ne5 Nd7 Nxc6 Qe8 Nf3 dxc4 bxc4 cxd4 exd4 Rc8 d5 Nc5 Ba3 Be4 Nfe5 f6 Nxe7+ Qxe7 Nc6 Qd6 Rb1 exd5 Rb6 Rxc6 Rxc6 Qxc6 cxd5 Bxd5 Qc1 Ne4 Qxc6 Bxc6 Bxf8 Kxf8 Rc1 Bb5 Rc8+ Kf7 Rc7+ Kg6 g3 Nd2 Kf2 Kf5 Rxg7 Ne4+ Kg1 Nc3 a3 Nb1 Rxh7 Nxa3 Rh5+ Kg4 Rh4+ Kf5 Rh5+ Kg4 Rh4+ Kf3 Rh6 f5 Rf6 Kg4 h3+ Kxh3 Rxf5 Kxg3 Rg5+ Kxf4 Rg7 Ke4 Kf2 Nc4 Ke2 Kd4 Kd1 Kc5 Kc2 Kb4 Kd3 a5 Kd4 a4 Rg1 a3 Rb1+ Nb2 Ra1 Kb3 Kc5 Bd3,black
Db90fxjB,matei_popescu1510,1853,asim_asifoglu,1918,A45,d4 Nf6 Bg5 e6 e3 Be7 Bd3 d5 Nd2 c5 c3 cxd4 exd4 Nc6 f4 O-O Ngf3 h6 Bxf6 Bxf6 O-O b6 Qe2 Bb7 a4 Rc8 Ne5 Bxe5 fxe5 Qe7 Bb5 f6 Bxc6 Bxc6 exf6 Rxf6 Nf3 Rcf8 a5 Qd7 axb6 Bb5 Qe5 Bxf1 bxa7 Bd3 a8=Q Rxa8 Rxa8+ Kh7 Qe3 Be4 Ne5 Qb7 Re8 Qxb2 h3 Qxg2#,black
DBSHeXip,matei_popescu1510,1909,orlan121266,2000,E18,d4 Nf6 Nf3 b6 g3 Bb7 Bg2 e6 O-O Be7 c4 O-O Nc3 Ne4 Qc2 d5 b3 Nd7 Bb2 f5 e3 h5 Nd2 h4 f3 hxg3 fxe4 gxh2+ Kh1 dxe4 Ne2 Nf6 Nf4 Qd6 a4 Ng4 Qc3 Bh4 d5 e5 Nh3 Qc5 Rae1 Rf7 b4 Qd6 Rd1 c5 dxc6 Qxc6 Nb3 f4 b5 Qh6 exf4 exf4 Bc1 f3 Bxh6 fxg2+ Kxg2 e3+,black
dcuAngTi,lejoseff,1828,matei_popescu1510,1837,E20,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 b6 e3 O-O Nf3 Bb7 Be2 Bxc3 Bxc3 d6 O-O Ne4 Bb4 a5 Ba3 Nd7 b3 f5 Bb2 Qe7 d5 e5 Nd2 Qg5 f3 Qxe3+ Kh1 Nxd2,black
dcY5WmEN,matei_popescu1510,1881,pachac,1882,D77,d4 Nf6 Nf3 d5 g3 g6 Bg2 Bg7 O-O O-O c4 e6 Nc3 c6 Bg5 Nbd7 e3 Qb6 Qc2 dxc4 Na4 Qb5 Bxf6 Bxf6 Rac1 Nb6 Nxb6 axb6 Qxc4 Qxc4 Rxc4 Rxa2 b4 Bd7 Rfc1 Rfa8 e4 Ra1 e5 Rxc1+ Rxc1 Bg7 Nd2 Ra4 Rb1 Bf8 Ne4 Rxb4 Rxb4 Bxb4 Nf6+ Kg7 Nxd7 c5 dxc5 bxc5 Bxb7 g5 f4 Kg6 Kf2 Kf5 Kf3 h6 Nf8 Bd2 g4#,white
dd7o97nf,potato202,1655,matei_popescu1510,1742,B23,e4 c5 Nc3 g6 Nf3 Bg7 d3 d6 g3 Nc6 Bg2 e6 O-O Nge7 Bd2 O-O Rb1 a6 Qe2 Re8 h3 d5 Kh2 b5 b3 d4 Nd1 f5 exf5 exf5 Ng5 Nd5 Qf3 Nce7 h4 h6 Nh3 Bb7 Nf4 Qd7 Re1 Rab8 Qe2 Nxf4 Bxf4 Bxg2 Kxg2 Nd5 Bd2 Rxe2,black
DdA8UZjH,matei_popescu1510,1732,jguzm,1712,A43,d4 c5 c3 cxd4 cxd4 Nf6 Nf3 d6 g3 g6 Bg2 Bg7 O-O Nbd7 Bf4 O-O Qd2 Re8 Bh6 Bh8 h3 Nb6 Nc3 e6 Bg5 Nc4 Qc1 Bd7 b3 Nb6 Qd2 Bg7 Bh6 Rc8 Bxg7 Kxg7 Rac1 d5 Ne5 a6 e3 Bc6 Nd3 Nbd7 Rc2 e5 dxe5 Nxe5 Ne2 Nxd3 Qxd3 Ne4 Nd4 Bb5 Nxb5 axb5 Rfc1 Rxc2 Rxc2 Qf6 Qxd5 Ng5 Qxb7 Rd8 h4 Ne6 Qxb5 Rd1+ Kh2 h5 Qe2 Rd6 b4 Nc7 a4 Ne8 b5 Rb6 a5 Rb8 b6 Qa1 Qb5 Nd6 Qb4 Nb7 Bxb7 Rxb7 Rc7 Rb8 b7 Qe5 Qd4 Qxd4 exd4 Kf6 a6 Ke6 Rc8 Rxc8 bxc8=Q+ Kd5 Qd8+ Ke4 Qf6 Kd5 Qxf7+ Kxd4 Qxg6 Kc3 a7,white
DdeE36tn,kh-eltantawy5,1655,matei_popescu1510,1648,D04,Nf3 d5 e3 Nf6 d4 Bg4 Be2 e6 a3 Ne4 Nbd2 f5 Nxe4 fxe4 Nd2 Bxe2 Qxe2 Qg5 O-O Bd6 c4 c6 cxd5 exd5 b4 O-O Nb3 Rf6 Nc5 Rh6 g3 Qf5 Nxb7 Qh3 f4 exf3 Rxf3 Nd7 Nxd6 Rxd6 Qf2 Rf6 Bb2 Raf8 Rxf6 Rxf6 Qg2 Qe6 Qe2 Nb6 Rf1 Rxf1+ Kxf1 Qf5+ Kg2 Nc4 Bc3 Qe4+ Kh3 Nxa3 b5 Nxb5 Bb4 Qf5+ Kg2 Nc7 Bc5 Ne6 Bxa7 Ng5,black
dDQhMuxC,justking97,1784,matei_popescu1510,1828,A40,d4 c6 Bf4 d5 e3 c5 Bb5+ Bd7 Bxd7+ Qxd7 Nf3 Nc6 c3 e6 O-O Nf6 Ne5 Nxe5 Bxe5 Bd6 Bxd6 Qxd6 Nd2 O-O Nf3 Ne4 Qc2 c4 b3 b5 bxc4 bxc4 Rac1 Rab8 Ne5 f6 Nxc4 dxc4 Qxe4 Rb2 Rc2 Rfb8 Rfc1 Kf7 Qxh7 Qa3 h3 Rxa2 e4 Rxc2 Rxc2 Qa1+ Kh2 Rb1 d5 Rh1+ Kg3 Qb1 Re2 Qb8+ f4 exd5 exd5 Rf1 Qh5+ Kg8 Re8+,white
DebYfcEC,matei_popescu1510,1592,sanotaro,1568,D00,d4 d5 e3 Nf6 Bd3 g6 Nd2 Bg7 f4 Ne4 Nxe4 dxe4 Bxe4 Nc6 Nf3 Bg4 O-O O-O b3 f5 Bxc6 bxc6 Bb2 c5 c3 cxd4 cxd4 c5 Qd2 cxd4 Nxd4 Qb6 Rac1 Rad8 Rc6 Qxc6,black
dEFzDGIx,matei_popescu1510,1923,mehdi1355,2013,B06,d4 g6 Nc3 Bg7 e4 e6 Be3 Ne7 Qd2 d5 f3 dxe4 fxe4 Nbc6 O-O-O O-O Bh6 a6 Bxg7 Kxg7 Nf3 f5 h4 h5 exf5 Nxf5 Ne5 Nxe5 dxe5 Qxd2+ Rxd2 b5 Be2 Rf7 Bf3 Ra7 g4 hxg4 Bxg4 Bb7 Rg1 Nxh4 Rh2 Nf5 Bh5 Ne7 Ne2 Be4 Nd4 Bf5 Rhg2 Kh6 Nxf5+ Rxf5 Bxg6 Nxg6 Rxg6+ Kh5 Rg8,white
Df8IWzy8,lepa12,1829,matei_popescu1510,1839,C00,e4 e6 Nf3 d5 exd5 exd5 d4 Bd6 Bd3 Bg4 h3 Bh5 O-O Nc6 Be3 Nge7 Nbd2 Qd7 Re1 O-O-O Nf1 f6 Ng3 Bg6 Bc1 h5 Bxg6 Nxg6 b3 h4 Nh1 Nf4 Bxf4 Bxf4 c4 g5 cxd5 Qxd5 Qd3 f5 Ne5 Nxe5 Qxf5+ Qd7 Rxe5 Bxe5 Qxe5 Qxd4 Qxd4 Rxd4 f3 Rhd8 Nf2 Rd2 Ne4 Rd1+ Rxd1 Rxd1+ Kf2 Rd5 Ke3 Kd8 a4 Ke7 g3 hxg3 Nxg3 Kf6 Ne4+ Kf5 Ng3+ Kf6 Ke4 Re5+ Kd4 Re1 Ne4+ Kf5 Ng3+ Kf4 Ne4 Rd1+ Kc3 Kxf3 Nxg5+ Kg3 Ne4+ Kh4 b4 Ra1 Nf2 Rxa4 Kb3 Ra6 Kc4 Rf6 Ne4 Rf4 Kd5 Kxh3 Ke5 Rf1 Ng5+ Kg4 Ne6 Rc1 Nd4 c5 bxc5 Rxc5+ Kd6 Rc4 Kd5 Rxd4+ Kxd4 a5 Kc5 b6+ Kb5 Kf4 Kc4 Ke5 Kb5 Kd6,black
DFa6cUjh,matei_popescu1510,1569,bloopies,1550,A40,d4 g6 e3 Bg7 Bd3 b6 f4 Bb7 Nf3 e6 O-O Ne7 Bd2 d6 Be1 Nd5 Qe2 Nd7 c4 Ne7 Nc3 O-O Bh4 Re8 e4 Nc6 Bxd8 Raxd8 d5 exd5 cxd5 Nb4 Qd2 Nxd3 Qxd3 Nc5 Qc2 Re7 b4 Na6 a3 Rde8 Rae1 Nb8 Rf2 Nd7 Rfe2 h6 Nd1 Nf6 Nf2 Nh5 g3 Nf6 e5 dxe5 fxe5 Nxd5 Ne4 Kh8 Nc3 Nxc3 Qxc3 a6 Re3 b5 Qc5 Bxf3 Rxf3 Rxe5 Rxe5 Bxe5 Qd5 Kg7 Qxf7+ Kh8 Qxe8+ Kh7 Qxe5 g5 Rf7+ Kg6 Qf6+ Kh5 g4+ Kxg4 Qf3+ Kh4 Rh7 h5 Rxh5#,white
DFJFq343,matei_popescu1510,1644,samir2090,1766,D00,d4 d5 e3 e6 Bd3 Nd7 f4 Nb6 Nf3 Bd7 O-O Nf6 Nbd2 Bd6 Ne5 O-O Rf3 Be8 Rh3 h6 g4 Bxe5 dxe5 Nh7 g5 h5 Rxh5 f6 Bxh7+ Kf7 exf6 gxf6 Rh3 Ke7 Qg4 f5 Qf3 Bc6 Qf2 Kd6 Nb3 Qe7 Nd4 Bd7 Bg6 Be8 Bxe8 Qxe8 b3 Rd8 Bb2 Kd7 Rd1 Kc8 c4 c6 cxd5 exd5 Qc2 Rh8 Rxh8 Qxh8 Nxf5 Qh3 Ng3 Qe6 Qf5 Qxf5 Nxf5 Re8 Bd4 Nd7 Nd6+ Kd8 Nxe8 Kxe8 h4 Kf7 b4 Kg6 Kg2 Kh5 Kh3 Nf8 f5 Nh7 Rf1 b6 f6 Kg6 Kg4 Kf7 h5 Kf8 g6 Nxf6+ Rxf6+ Ke7 Kg5,white
dFmajboP,matei_popescu1510,1833,spaceman19500,1826,A40,d4 e6 e3 d5 Bd3 f5 Nf3 Nf6 Ne5 Nbd7 f4 Nxe5 fxe5 Ne4 Bxe4 dxe4 O-O c6 c4 Be7 b3 O-O Ba3 Bg5 Bxf8 Bxe3+ Kh1 Qxf8 Nc3 g5 Rb1 Qg7 d5 Bd7 d6 Rf8 Qe2 Qg6 Qxe3 b6 b4 f4 Qxe4 Qxe4 Nxe4 g4 Nf6+ Rxf6 exf6 Kf7,white
DfNaEopA,xxxxpopsy,1915,matei_popescu1510,1932,A40,d4 e6 Bf4 c5 c3 Nc6 e3 Qb6 Qc2 Nf6 Nd2 Nh5 Ngf3 Nxf4 exf4 Be7 dxc5 Bxc5 Ne4 Be7 Be2 d5 Ng3 O-O O-O Bd7 f5 Rac8 Rae1 d4 fxe6 Bxe6 Ne4 dxc3 Nxc3 Bf6 Bd3 h6 Ne4 Qxb2 Nxf6+ Qxf6 Qb1 b6 h3 Rfd8 Bb5 Nd4 Nxd4 Rxd4 Ba6 Rcd8 Rd1 Rd2 a4 Qd4 Rxd2 Qxd2 Qe4 Bd5 Qf5 Be6 Qe4 Qa5 Bd3 Qc3 Qh7+ Kf8 Be4 Qf6 Qh8+ Ke7 Qh7 Rd2 Bf3 Qe5 Qh8 Rd8 Qh7 Bf5 Qxf5 Qxf5,black
DfTejgfu,marcelopop,1577,matei_popescu1510,1648,B12,e4 c6 d4 d5 e5 Bf5 f4 e6 Nf3 c5 c3 Nc6 Be3 cxd4 cxd4 h6 Nc3 Bb4 Bd3 Bxd3 Qxd3 Nge7 O-O Nf5 Bf2 O-O a3 Be7 Ne2 a6 Ng3 Nxg3 Bxg3 b5 b4 Qb6 Bh4 Bxh4 Nxh4 Rac8 Kh1 Nb8 f5 Nd7 f6 g6 Nxg6,white
DGB3YKdx,gnom2005,1634,matei_popescu1510,1678,A85,d4 f5 c4 Nf6 Nc3 b6 d5 Bb7 e3 c6 Bd3 g6 e4 fxe4 Bxe4 Nxe4 Nxe4 cxd5 cxd5 Bg7 Nc3 O-O Nge2 Na6 a3 Nc7 O-O Rc8 Rb1 a5 Be3 Na6 Qb3 Nc5 Bxc5 Rxc5 Rfd1 Qc7 Ne4 Rc4 f3 Be5 Qd3 Bxh2+ Kh1 Be5 f4 Bxf4 Nxf4 Rxf4 Nc3 Qc5 Qg3 Rg4 Qb8+ Qc8 Qe5 d6 Qe2 Rgd4 Rxd4 Rxd4 Qxe7 Qg4 Rf1 Qh4+ Kg1 Qxe7 Nb5 Qe3+ Kh1 Rh4#,black
DGbsK6cM,matei_popescu1510,1647,kingston32gb,1617,D00,d4 d5 e3 Nc6 c4 dxc4 Bxc4 e6 Nf3 Nf6 O-O Be7 Nc3 O-O a3 a6 b4 b5 Bb3 Bb7 Bb2 Qd7 Ne2 Rac8 Nc1 Rfd8 Nd3 Bf8 Nfe5 Nxe5 Nxe5 Qd6 Rc1 g6 Qe2 Bh6 Rc2 Nd5 Rfc1 f6 Nc6 Rd7 Qf3 f5 e4 Nf6 e5 Bxc6 Rxc6 Qe7 exf6 Qxf6 R1c2 Qe7 d5 exd5 Bxd5+ Kf8 Re6 Re8 Rxe7 Rexe7 g3,white
DgkmEEd2,lorenzocorti004,1692,matei_popescu1510,1603,B15,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Nf3 Bf5 Bd3 Bxd3 Qxd3 Bd6 O-O O-O c4 Re8 Be3 Qc7 d5 cxd5 Qxd5 Nc6 Rad1 Rad8 Qb5 a6 Qb3 Na5 Qc2 Qxc4 Qxc4 Nxc4 Bd4 Be5 Nxe5 Nxe5 Bc3 b5 a3 Nc6 Rxd8 Rxd8 Re1 h6 g3 Ne5 Kg2 Nd3 Re7 Kf8 Ra7 Rd6 Kf3 Ne5+ Ke2 Ke8 f4 Nc6 Ra8+ Ke7 Ke3 Nd8 Bb4,white
dGSrVnkl,matei_popescu1510,1559,gambatron,1570,D00,d4 d5 e3 e6 Bd3 Nf6 Nd2 Bb4 c3 Be7 f4 h6 Ngf3 O-O O-O c5 Ne5 Nbd7 Rf3 Nxe5 fxe5 Ne4 Nxe4 dxe4 Bxe4 Rb8 Bc2 b5 Rh3 Bb7 Qh5 Qd5 e4 Qc4 Bxh6 cxd4 Bxg7 Bxe4 Qh8#,white
DGVHJ9Wv,matei_popescu1510,1942,sendvichh,1907,A45,d4 Nf6 Bg5 h6 Bh4 g5 Bg3 Nh5 Be5 Nf6 e3 Bg7 Bd3 d6 Bxf6 Bxf6 Nd2 O-O c3 Bg7 f4 g4 e4 e5 Ne2 f5 O-O h5 Qb3+ Kh8 fxe5 dxe5 exf5 exd4 Nf4 dxc3 Ng6+ Kh7 Nxf8+ Bxf8 Qxc3 Kg8 Bc4+ Kh7 Rad1 Bc5+ Kh1 Qe7 Rfe1 Qg5 Bd3 Bxf5 Qxc5 Nc6 Qxf5+ Qxf5 Bxf5+ Kg7 Nb3 Rf8 Bd7 Nb4 a3 Nc2 Rf1 Rd8 Bf5,white
DGVs7sd4,matei_popescu1510,1542,croody,1536,D00,d4 d5 e3 Nc6 f4 e5 fxe5 Bf5 Nf3 Nb4 Bd3 Nxd3+ cxd3 Qe7 Nc3 Qb4 a3 Qa5 b4 Qa6 e4 dxe4 dxe4 Bg4 h3 Bh5 g4 Bg6 Kf2 O-O-O Be3 Ne7 Qc2 Nc6 Rhd1 Qc4 Rac1 Bxb4 axb4 Nxb4 Qd2 Qc6 Nd5 Qa4 Qxb4 Qxb4 Nxb4 Bxe4 Rd2 Rd7 d5 Rhd8 Rcd1 Bxf3 Kxf3 c5 dxc6 Rxd2 Rxd2 Rxd2 Bxd2 bxc6 Nxc6 Kc7 Nb4 Kb6 Nd3 a5 Bxa5+ Kxa5 Ke4 Kb6 Kd5 Kc7 Nf4 Kd7 h4 Ke7 g5 g6 Ke4 Kd7 Kd5 Ke7 e6 f5 gxf6+ Kxf6 Kd6 Kf5 e7 Kxf4 e8=Q Kg4 Qh8 h5 Qg7 Kxh4 Qxg6 Kh3 Qg1 h4 Qh1+ Kg3 Ke5 h3 Kf5 h2 Kg5 Kh3 Kf4 Kh4 Qxh2#,white
